root,group,prob,fold,eax.par10,eax.par10.log1p,eax.pqr10,eax.pqr10.log1p,lkh.par10,lkh.par10.log1p,lkh.pqr10,lkh.pqr10.log1p,concorde.par10,concorde.par10.log1p,concorde.pqr10,concorde.pqr10.log1p
ecj2018,netgen,1000-2-23.tsp,6,25.693099999999998,3.284405105041909,16.156,2.842347966654634,123.4621,4.824001251889615,98.75649999999999,4.602732216554231,176.0588,5.176481880796331,172.779,5.157784376992385
ecj2018,netgen,1000-2-24.tsp,10,4.196200000000001,1.6479275892146243,4.0995,1.6291424957084357,8.839699999999999,2.2864252227945214,6.246,1.9804495924728855,185.82370000000003,5.23016539140863,190.606,5.255441180286532
ecj2018,netgen,1000-2-25.tsp,6,3.7405000000000035,1.5561426153758775,3.3884999999999996,1.4789874830500351,27.80630000000003,3.3605941132196087,18.942999999999998,2.992878204571084,22.53619999999999,3.1585396614436427,22.65549999999995,3.1635956460400223
ecj2018,netgen,1000-2-26.tsp,4,6.645099999999997,2.034064919740212,6.407999999999991,2.002560497343877,16.42909999999998,2.858141223086914,11.43199999999995,2.5202737936252877,118.8792,4.786484569086189,110.7295,4.7160807714753945
ecj2018,netgen,1000-2-27.tsp,9,3.9295999999999993,1.5952578488602662,3.483499999999995,1.500403991409964,6.299800000000003,1.9878469505187601,6.466999999999995,2.010493312053564,102.6129,4.6406618394482555,92.5724999999999,4.538736536896062
ecj2018,netgen,1000-2-28.tsp,7,6.237699999999999,1.9793034763687738,3.9195,1.5932068993236832,38.92050000000004,3.6868899764149266,30.9345,3.4636869300881026,234.4344999999999,5.461432743135876,240.46949999999998,5.4867431711210095
ecj2018,netgen,1000-2-29.tsp,8,5.405,1.8570789353486976,3.9925,1.607936786307833,20.5593,3.070807277981247,17.584,2.922300995468108,128.5143,4.863791299753657,125.8825,4.843261461349422
ecj2018,netgen,1000-2-3.tsp,4,4.229799999999992,1.6543730364278455,3.3455,1.4691408268953776,2.523100000000002,1.2593412838554912,2.59850000000003,1.2805170919657303,30.674299999999995,3.4555056265154924,31.826,3.491220884309744
ecj2018,netgen,1000-2-30.tsp,5,7.991500000000002,2.196279686623115,7.665,2.159291923167569,3.738099999999995,1.5556362114657436,3.31749999999998,1.4626765310386918,46.55820000000005,3.8619542241761757,45.7295000000001,3.844375656890489
ecj2018,netgen,1000-2-31.tsp,8,3.585000000000003,1.5227901057084288,3.2615,1.4496212109802151,3.2553000000000005,1.4481652648278531,2.284,1.1890621915901818,146.81319999999988,4.995949314404425,144.22000000000003,4.978249833952101
ecj2018,netgen,1000-2-32.tsp,1,3.9067999999999996,1.5906219981764598,3.7995,1.5685117458214546,253.0408,5.537494884040192,171.2265,5.148810470978274,69.00689999999994,4.248593808620085,67.67199999999995,4.229341547008232
ecj2018,netgen,1000-2-33.tsp,1,5.467300000000001,1.8667587107498758,3.842,1.5773278585158668,1312.9897,7.180823360353255,812.3565,6.701169512820045,317.0452,5.762193511044257,312.4595,5.747670165124797
ecj2018,netgen,1000-2-34.tsp,1,4.687300000000001,1.738235618823607,4.15,1.6389967146756448,2.903699999999994,1.3619248213358779,2.2235,1.1704677257685379,156.7609,5.061080595706207,149.63,5.014826498714724
ecj2018,netgen,1000-2-35.tsp,7,3.567100000000005,1.5188784301751,3.3935000000000253,1.4801261759537665,13.975200000000001,2.7063954995049824,12.919,2.6332548132452636,63.55509999999997,4.167519122692169,64.283,4.178731665482266
ecj2018,netgen,1000-2-36.tsp,5,4.0495,1.6192892284844747,3.37,1.4747630091074988,2.872300000000008,1.3538486457518066,2.9444999999999997,1.3723222035530072,40.16179999999996,3.717510641788067,36.75800000000005,3.631197373772853
ecj2018,netgen,1000-2-37.tsp,8,3.789499999999999,1.566426021840809,3.742,1.5564589876432138,177.5116,5.184653585102593,76.82050000000001,4.354404892619293,14.37649999999997,2.732840369909427,13.5734999999998,2.67920481098836
ecj2018,netgen,1000-2-38.tsp,4,3.9437000000000006,1.5981140387026571,3.9145000000000003,1.592190019024547,10.856,2.472834068553731,5.365,1.85081423200937,149.44050000000004,5.013567657180766,119.35849999999999,4.790474789072022
ecj2018,netgen,1000-2-39.tsp,5,3.915399999999998,1.5923731338075078,3.7045,1.5485194974646832,9.606800000000003,2.361495304872766,8.601,2.261867259715487,68.2599,4.237866095138409,66.65350000000001,4.214399090159496
ecj2018,netgen,1000-2-4.tsp,1,3.9124999999999988,1.5917829771953793,3.9635000000000047,1.6021111370476406,20.234100000000005,3.0556083800085676,9.260500000000004,2.3283015714986823,46.92909999999998,3.8697228356115576,47.8895,3.889562649497963
ecj2018,netgen,1000-2-40.tsp,10,3.6819,1.5437040104467765,3.5635000000000003,1.518089872974795,3.7033000000000103,1.5482643899992827,3.092000000000005,1.4090338480893814,47.957800000000006,3.8909587025539567,48.3785,3.899515106784936
ecj2018,netgen,1000-2-41.tsp,2,7.6863,2.16174707185375,5.34,1.8468787684491346,254.40939999999995,5.542867747932897,212.24450000000002,5.362439394714451,349.7692,5.860128457327593,363.119,5.897480737285959
ecj2018,netgen,1000-2-42.tsp,5,4.0977,1.628789457615882,3.5635000000000048,1.518089872974796,15.956299999999999,2.8306394461859616,9.4175,2.3434870843144715,95.8884,4.573559800688471,92.253,4.5353162295882
